idDeputado;nome;sgUF;sgPartido;idLegislatura;situacao;condicaoEleitoral;produtividade_legislativa;gasto_ceap_ajustado;pct_andamento;pct_fracasso;pct_sucesso;temas_destaque;quadrante;ranking_leg;ranking_gastos;ranking_soma;ranking
221328;Adilson Barroso;SP;PL;57;Exercício;Suplente;100.10000000000001;928542.99;0.7405405405405405;0.24864864864864866;0.010810810810810811;Finanças Públicas e Orçamento, Direitos Humanos e Minorias e Processo Legislativo e Atuação Parlamentar;Alta produtividade e alto custo;171;352;523;200
204528;Adriana Ventura;SP;NOVO;57;Exercício;Titular;398.7;84595.56;0.8496644295302014;0.1476510067114094;0.0026845637583892616;Administração Pública, Defesa e Segurança e Finanças Públicas e Orçamento;Alta produtividade e baixo custo;9;12;21;2
204560;Adolfo Viana;BA;PSDB;57;Exercício;Titular;61.400000000000006;744111.3;0.7180851063829787;0.2765957446808511;0.005319148936170213;Processo Legislativo e Atuação Parlamentar, Administração Pública e Defesa e Segurança;Baixa produtividade e baixo custo;302;164;466;163
204379;Acácio Favacho;AP;MDB;57;Exercício;Titular;80.4;905824.29;0.5443037974683544;0.44936708860759494;0.006329113924050633;Direitos Humanos e Minorias, Saúde e Trabalho e Emprego;Alta produtividade e alto custo;233;319;552;215
121948;Adriano do Baldy;GO;PP;57;Exercício;Titular;100.80000000000001;1025937.13;0.6919831223628692;0.3080168776371308;0.0;Agricultura, Pecuária, Pesca e Extrativismo, Meio Ambiente e Desenvolvimento Sustentável e Homenagens e Datas Comemorativas;Alta produtividade e alto custo;168;456;624;260
136811;Afonso Hamm;RS;PP;57;Exercício;Titular;101.10000000000001;993342.14;0.551219512195122;0.43414634146341463;0.014634146341463415;Finanças Públicas e Orçamento, Administração Pública e Meio Ambiente e Desenvolvimento Sustentável;Alta produtividade e alto custo;167;432;599;243
178835;Afonso Motta;RS;PDT;57;Exercício;Titular;83.2;908022.91;0.7403314917127072;0.23756906077348067;0.022099447513812154;Finanças Públicas e Orçamento, Processo Legislativo e Atuação Parlamentar e Administração Pública;Alta produtividade e alto custo;223;322;545;211
74646;Aécio Neves;MG;PSDB;57;Exercício;Titular;12.6;682257.52;0.5652173913043478;0.43478260869565216;0.0;Finanças Públicas e Orçamento, Administração Pública e Processo Legislativo e Atuação Parlamentar;Baixa produtividade e baixo custo;433;128;561;220
220714;Adail Filho;AM;REPUBLICANOS;57;Exercício;Titular;110.8;1158473.77;0.7881773399014779;0.20689655172413793;0.0049261083743842365;Energia, Recursos Hídricos e Minerais, Saúde e Administração Pública;Alta produtividade e alto custo;142;503;645;269
73579;Alberto Fraga;DF;PL;57;Exercício;Titular;271.90000000000003;877901.6;0.7086776859504132;0.2809917355371901;0.010330578512396695;Defesa e Segurança, Administração Pública e Direitos Humanos e Minorias;Alta produtividade e alto custo;20;287;307;69
